Date,Julian,Hour,Station,Standard,ZipCodes,Scope,HlyAirTmp (F),HlyDewPnt (F),HlyEto (in),HlyNetRad (Ly/day),HlyAsceEto (in),HlyAsceEtr (in),HlyPrecip (in),HlyRelHum (%),HlyResWind (MPH),HlySoilTmp (F),HlySolRad (Ly/day),HlyVapPres (mBars),HlyWindDir (°),HlyWindSpd (MPH)
2020-12-11,346,1300,6,english,"95618, 95617, 95616",hourly,53.4,33.2,0.01,213,0.01,,0,46,4.2,48.3,483,6.4,232,4.2
2020-12-11,346,1400,6,english,"95618, 95617, 95616",hourly,54.2,37,0,44,0,,0,52,3.9,48.8,222,7.5,229,3.9
2020-12-11,346,1500,6,english,"95618, 95617, 95616",hourly,53.3,40.1,0,2,0,,0.01,61,6,49.1,142,8.4,224,6
2020-12-11,346,1600,6,english,"95618, 95617, 95616",hourly,50.3,42.5,0,-16,0,,0,75,5.7,49.2,85,9.3,223,5.7
2020-12-11,346,1700,6,english,"95618, 95617, 95616",hourly,49.4,42.6,0,-25,0,,0,77,5.2,49.2,15,9.3,223,5.2
2020-12-11,346,1800,6,english,"95618, 95617, 95616",hourly,47.3,41.6,0,-36,0,,0,81,5.9,49.2,0,8.9,221,5.9
2020-12-11,346,1900,6,english,"95618, 95617, 95616",hourly,46.5,42.4,0,-36,0,,0,86,6.8,49,0,9.2,212,6.8
2020-12-11,346,2000,6,english,"95618, 95617, 95616",hourly,45.9,43.4,0,-35,0,,0.04,91,4.8,48.9,0,9.6,200,4.9
2020-12-11,346,2100,6,english,"95618, 95617, 95616",hourly,45.5,44.6,0,-35,0,,0.04,97,4.3,48.8,0,10,176,4.3
2020-12-11,346,2200,6,english,"95618, 95617, 95616",hourly,45.7,45.3,0,-35,0,,0.07,98,3,48.7,0,10.3,150,3
2020-12-11,346,2300,6,english,"95618, 95617, 95616",hourly,46.1,45.9,0,-35,0,,0.04,99,3.7,48.6,0,10.5,136,3.7
2020-12-11,346,2400,6,english,"95618, 95617, 95616",hourly,46.6,46.5,0,-34,0,,0.01,100,4.9,48.6,0,10.8,127,4.9
2020-12-12,347,0100,6,english,"95618, 95617, 95616",hourly,46.9,46.8,0,-34,0,,0.01,100,7.4,48.6,0,10.9,123,7.4
2020-12-12,347,0200,6,english,"95618, 95617, 95616",hourly,47.4,47.3,0,-34,0,,0,99,7.9,48.6,0,11.1,118,7.9
2020-12-12,347,0300,6,english,"95618, 95617, 95616",hourly,47.8,47.7,0,-34,0,,0,99,7.5,48.7,0,11.3,116,7.5
2020-12-12,347,0400,6,english,"95618, 95617, 95616",hourly,48.2,48.1,0,-34,0,,0,100,6.1,48.7,0,11.4,112,6.1
2020-12-12,347,0500,6,english,"95618, 95617, 95616",hourly,48.4,48.3,0,-34,0,,0,100,3.7,48.8,0,11.5,111,3.7
2020-12-12,347,0600,6,english,"95618, 95617, 95616",hourly,48,47.9,0,-34,0,,0,100,5,48.8,0,11.4,118,5.1
2020-12-12,347,0700,6,english,"95618, 95617, 95616",hourly,46.6,46.4,0,-34,0,,0,99,8.9,48.9,0,10.7,121,8.9
2020-12-12,347,0800,6,english,"95618, 95617, 95616",hourly,46.9,46.6,0,-26,0,,0,99,10.7,48.8,11,10.8,122,10.7
2020-12-12,347,0900,6,english,"95618, 95617, 95616",hourly,47.1,46.3,0,-39,0,,0,97,9,48.8,54,10.7,120,9.1
2020-12-12,347,1000,6,english,"95618, 95617, 95616",hourly,47.8,46.1,0,-12,0,,0,94,10.3,48.8,122,10.6,138,10.6
2020-12-12,347,1100,6,english,"95618, 95617, 95616",hourly,48.6,45.8,0,58,0,,0,90,9.3,48.9,241,10.5,223,10.2
2020-12-12,347,1200,6,english,"95618, 95617, 95616",hourly,50.9,45.9,0,192,0,,0,83,8.7,49,448,10.5,246,8.8
2020-12-12,347,1300,6,english,"95618, 95617, 95616",hourly,52.9,45.7,0.01,247,0.01,,0,76,9.9,49.3,541,10.4,257,10.2
2020-12-12,347,1400,6,english,"95618, 95617, 95616",hourly,54.5,45.2,0.01,261,0.01,,0,71,9.2,49.5,567,10.3,248,9.4
2020-12-12,347,1500,6,english,"95618, 95617, 95616",hourly,54.6,45.4,0,134,0,,0,71,7,49.7,362,10.3,237,7
2020-12-12,347,1600,6,english,"95618, 95617, 95616",hourly,54.1,46.2,0,65,0,,0,75,6.1,49.9,250,10.6,232,6.1
2020-12-12,347,1700,6,english,"95618, 95617, 95616",hourly,52.3,46.1,0,-37,0,,0,79,3.3,50,29,10.6,230,3.3
2020-12-12,347,1800,6,english,"95618, 95617, 95616",hourly,50.4,46.1,0,-58,0,,0,85,1.9,49.9,0,10.6,227,1.9
2020-12-12,347,1900,6,english,"95618, 95617, 95616",hourly,48.6,46,0,-57,0,,0,90,1.8,49.7,0,10.6,220,1.8
2020-12-12,347,2000,6,english,"95618, 95617, 95616",hourly,46.6,45.1,0,-57,0,,0,94,2.6,49.6,0,10.2,210,2.6
2020-12-12,347,2100,6,english,"95618, 95617, 95616",hourly,45.3,44.5,0,-57,0,,0,97,1.8,49.3,0,10,179,1.8
2020-12-12,347,2200,6,english,"95618, 95617, 95616",hourly,44.7,43.9,0,-57,0,,0,97,2.4,49.1,0,9.8,154,2.4
2020-12-12,347,2300,6,english,"95618, 95617, 95616",hourly,43.7,43,0,-57,0,,0,97,1.5,48.9,0,9.4,145,1.5
2020-12-12,347,2400,6,english,"95618, 95617, 95616",hourly,42.7,42.4,0,-57,0,,0,99,1,48.7,0,9.2,137,1
2020-12-13,348,0100,6,english,"95618, 95617, 95616",hourly,43.4,43.2,0,-35,0,,0,100,1.4,48.5,0,9.5,128,1.4
2020-12-13,348,0200,6,english,"95618, 95617, 95616",hourly,43.7,43.6,0,-35,0,,0,100,3,48.4,0,9.7,121,3
2020-12-13,348,0300,6,english,"95618, 95617, 95616",hourly,44,43.8,0,-35,0,,0,100,2.9,48.3,0,9.7,117,2.9
2020-12-13,348,0400,6,english,"95618, 95617, 95616",hourly,44.4,44.3,0,-35,0,,0.03,100,1.6,48.4,0,9.9,115,1.6
2020-12-13,348,0500,6,english,"95618, 95617, 95616",hourly,45.4,45.3,0,-35,0,,0.08,100,1.9,48.4,0,10.3,113,1.9
2020-12-13,348,0600,6,english,"95618, 95617, 95616",hourly,47.3,47.2,0,-34,0,,0.06,100,2.7,48.5,0,11.1,105,2.7
2020-12-13,348,0700,6,english,"95618, 95617, 95616",hourly,47.7,47.6,0,-34,0,,0.12,100,3.7,48.5,0,11.2,103,3.7
2020-12-13,348,0800,6,english,"95618, 95617, 95616",hourly,48.2,48.1,0,-31,0,,0.05,100,4.6,48.6,4,11.4,100,4.6
2020-12-13,348,0900,6,english,"95618, 95617, 95616",hourly,48.7,48.6,0,-60,0,,0.16,100,5.1,48.7,25,11.7,97,5.1
2020-12-13,348,1000,6,english,"95618, 95617, 95616",hourly,49.4,49.3,0,-48,0,,0.08,100,8.2,48.8,74,12,95,8.2
2020-12-13,348,1100,6,english,"95618, 95617, 95616",hourly,50.1,49.9,0,-35,0,,0.01,99,9.9,49,114,12.3,95,9.9
2020-12-13,348,1200,6,english,"95618, 95617, 95616",hourly,50.9,50.3,0,-43,0,,0.01,98,13.1,49.2,116,12.4,97,13.1
2020-12-13,348,1300,6,english,"95618, 95617, 95616",hourly,51.4,50.9,0,-84,0,,0.01,98,9.5,49.4,60,12.7,98,9.5
2020-12-13,348,1400,6,english,"95618, 95617, 95616",hourly,52.1,51.7,0,-27,0,,0,99,11.4,49.6,125,13.1,97,11.4
2020-12-13,348,1500,6,english,"95618, 95617, 95616",hourly,52.4,51.9,0,-49,0,,0.05,98,10.2,49.8,73,13.2,97,10.2
2020-12-13,348,1600,6,english,"95618, 95617, 95616",hourly,52.3,52,0,-26,0,,0.09,99,9.2,50,73,13.2,97,9.2
2020-12-13,348,1700,6,english,"95618, 95617, 95616",hourly,52.5,52.3,0,-22,0,,0.02,99,7,50.2,15,13.4,96,7
2020-12-13,348,1800,6,english,"95618, 95617, 95616",hourly,52.2,52,0,-34,0,,0,99,6.2,50.3,0,13.2,96,6.2
2020-12-13,348,1900,6,english,"95618, 95617, 95616",hourly,52.8,48.2,0,-35,0,,0,84,6.8,50.2,0,11.5,114,7.8
2020-12-13,348,2000,6,english,"95618, 95617, 95616",hourly,51.1,45.6,0,-36,0,,0,81,3.5,50.1,0,10.4,212,3.5
2020-12-13,348,2100,6,english,"95618, 95617, 95616",hourly,49,44.4,0,-36,0,,0,84,4.5,49.9,0,9.9,210,4.5
2020-12-13,348,2200,6,english,"95618, 95617, 95616",hourly,47.3,43.3,0,-36,0,,0,86,4.4,49.6,0,9.5,209,4.4
2020-12-13,348,2300,6,english,"95618, 95617, 95616",hourly,46.7,42.2,0,-36,0,,0,84,4.5,49.3,0,9.2,212,4.5
2020-12-13,348,2400,6,english,"95618, 95617, 95616",hourly,45,40.8,0,-36,0,,0,85,3.4,49.1,0,8.7,213,3.4
2020-12-14,349,0100,6,english,"95618, 95617, 95616",hourly,42.7,40.3,0,-63,0,,0,91,2.5,48.8,0,8.5,209,2.5
2020-12-14,349,0200,6,english,"95618, 95617, 95616",hourly,42.1,40.7,0,-63,0,,0,95,2.5,48.5,0,8.6,200,2.5
2020-12-14,349,0300,6,english,"95618, 95617, 95616",hourly,42.1,40.9,0,-63,0,,0,96,3.8,48.2,0,8.7,163,3.9
2020-12-14,349,0400,6,english,"95618, 95617, 95616",hourly,39.9,39.1,0,-63,0,,0,97,4.1,48,0,8.1,151,4.1
2020-12-14,349,0500,6,english,"95618, 95617, 95616",hourly,39.5,39.3,0,-62,0,,0,100,5.4,47.8,0,8.2,142,5.4
2020-12-14,349,0600,6,english,"95618, 95617, 95616",hourly,38.7,38.6,0,-63,0,,0,100,3.6,47.7,0,8,132,3.6
2020-12-14,349,0700,6,english,"95618, 95617, 95616",hourly,37.3,37.2,0,-63,0,,0,100,4.5,47.6,0,7.5,127,4.5
2020-12-14,349,0800,6,english,"95618, 95617, 95616",hourly,37.8,37.8,0,-43,0,,0,100,3.6,47.5,27,7.7,122,3.6
2020-12-14,349,0900,6,english,"95618, 95617, 95616",hourly,39.3,39.3,0,70,0,,0,100,2.3,47.4,262,8.2,117,2.3
2020-12-14,349,1000,6,english,"95618, 95617, 95616",hourly,42.3,42.2,0,271,0,,0,100,4.7,47.6,615,9.2,138,4.8
2020-12-14,349,1100,6,english,"95618, 95617, 95616",hourly,45.6,43.9,0.01,405,0.01,,0,94,3.3,47.9,817,9.8,196,3.7
2020-12-14,349,1200,6,english,"95618, 95617, 95616",hourly,50,44.3,0.01,482,0.01,,0,81,6.4,48.5,933,9.9,236,6.4
2020-12-14,349,1300,6,english,"95618, 95617, 95616",hourly,53.6,42.1,0.01,478,0.01,,0,65,10.5,49,928,9.1,254,10.7
2020-12-14,349,1400,6,english,"95618, 95617, 95616",hourly,55.4,40.1,0.01,398,0.01,,0,56,11.5,49.3,811,8.4,253,11.6
2020-12-14,349,1500,6,english,"95618, 95617, 95616",hourly,55.9,38.1,0.01,257,0.01,,0,51,10.3,49.5,595,7.8,256,10.5
2020-12-14,349,1600,6,english,"95618, 95617, 95616",hourly,55.3,38.9,0,89,0.01,,0,54,8.1,49.5,312,8,242,8.1
2020-12-14,349,1700,6,english,"95618, 95617, 95616",hourly,53.7,39.7,0,-37,0,,0,59,4.2,49.5,67,8.3,237,4.2
2020-12-14,349,1800,6,english,"95618, 95617, 95616",hourly,50.5,39.1,0,-77,0,,0,65,2,49.3,0,8.1,236,2
2020-12-14,349,1900,6,english,"95618, 95617, 95616",hourly,46.3,39.7,0,-74,0,,0,78,3,49,0,8.3,235,3
2020-12-14,349,2000,6,english,"95618, 95617, 95616",hourly,46.2,38.5,0,-75,0,,0,74,2.2,48.7,0,7.9,235,2.2
2020-12-14,349,2100,6,english,"95618, 95617, 95616",hourly,46.5,37.5,0,-76,0,,0,71,4.3,48.5,0,7.6,235,4.3
2020-12-14,349,2200,6,english,"95618, 95617, 95616",hourly,48.8,35.8,0,-79,0,,0,61,6.2,48.3,0,7.1,237,6.2
2020-12-14,349,2300,6,english,"95618, 95617, 95616",hourly,46.8,36.3,0,-77,0,,0,67,4.9,48.2,0,7.3,237,4.9
2020-12-14,349,2400,6,english,"95618, 95617, 95616",hourly,45.6,36,0,-77,0,,0,69,4.8,48.1,0,7.2,237,4.8
2021-01-12,12,0100,6,english,"95618, 95617, 95616",hourly,43.6,42,0,-35,0,,0,94,0.3,47.1,0,9.1,244,1.9
2021-01-12,12,0200,6,english,"95618, 95617, 95616",hourly,42.7,41.6,0,-35,0,,0,96,2.1,46.9,0,8.9,296,2.5
2021-01-12,12,0300,6,english,"95618, 95617, 95616",hourly,42.6,41.7,0,-35,0,,0,97,1.5,46.7,0,9,284,2.1
2021-01-12,12,0400,6,english,"95618, 95617, 95616",hourly,42.2,41.8,0,-35,0,,0,98,1.2,46.5,0,9,194,1.8
2021-01-12,12,0500,6,english,"95618, 95617, 95616",hourly,41.1,41,0,-35,0,,0,99,2,46.3,0,8.7,260,2.1
2021-01-12,12,0600,6,english,"95618, 95617, 95616",hourly,41.7,41.5,0,-35,0,,0,99,1.5,46.2,0,8.9,272,1.6
2021-01-12,12,0700,6,english,"95618, 95617, 95616",hourly,43.5,42.9,0,-35,0,,0,98,1.7,46.1,0,9.4,122,2.4
2021-01-12,12,0800,6,english,"95618, 95617, 95616",hourly,45.2,44,0,-30,0,,0,96,1.5,46.2,8,9.8,145,2.3
2021-01-12,12,0900,6,english,"95618, 95617, 95616",hourly,44.8,44.4,0,4,0,,0,99,2.5,46.3,52,10,259,2.8
2021-01-12,12,1000,6,english,"95618, 95617, 95616",hourly,46.7,45.6,0,70,0,,0,96,0.7,46.5,233,10.4,200,1.5
2021-01-12,12,1100,6,english,"95618, 95617, 95616",hourly,49.6,46.7,0,42,0,,0,90,2.1,46.9,214,10.9,127,2.8
2021-01-12,12,1200,6,english,"95618, 95617, 95616",hourly,50.9,46.9,0,106,0,,0,86,4.4,47.5,320,10.9,156,4.7
2021-01-12,12,1300,6,english,"95618, 95617, 95616",hourly,53.1,48,0,240,0.01,,0,83,4.2,48.1,518,11.4,170,4.4
2021-01-12,12,1400,6,english,"95618, 95617, 95616",hourly,54.9,48.2,0,53,0,,0,78,3.5,48.9,238,11.5,138,3.8
2021-01-12,12,1500,6,english,"95618, 95617, 95616",hourly,56.4,48.4,0,87,0,,0,74,4,49.4,270,11.6,127,4.3
2021-01-12,12,1600,6,english,"95618, 95617, 95616",hourly,56.5,47.8,0,9,0,,0,73,4.8,49.7,128,11.3,121,5.1
2021-01-12,12,1700,6,english,"95618, 95617, 95616",hourly,55.8,48,0,-15,0,,0,75,3.8,49.9,28,11.4,122,4
2021-01-12,12,1800,6,english,"95618, 95617, 95616",hourly,54.6,48.5,0,-35,0,,0,80,2,49.8,1,11.6,173,2.6
2021-01-12,12,1900,6,english,"95618, 95617, 95616",hourly,53.3,48.9,0,-35,0,,0,85,0.5,49.7,0,11.8,197,1.6
2021-01-12,12,2000,6,english,"95618, 95617, 95616",hourly,51.6,48.2,0,-35,0,,0,88,2.1,49.6,0,11.5,228,2.2
2021-01-12,12,2100,6,english,"95618, 95617, 95616",hourly,50.7,48.1,0,-35,0,,0,91,0.3,49.3,0,11.4,131,1.7
2021-01-12,12,2200,6,english,"95618, 95617, 95616",hourly,50.1,47.7,0,-35,0,,0,92,1.6,49.1,0,11.3,212,2.2
2021-01-12,12,2300,6,english,"95618, 95617, 95616",hourly,48.4,47.2,0,-35,0,,0,95,0.9,48.9,0,11.1,261,2
2021-01-12,12,2400,6,english,"95618, 95617, 95616",hourly,47.6,46.9,0,-35,0,,0,97,1.1,48.5,0,10.9,70,2
2021-01-13,13,0100,6,english,"95618, 95617, 95616",hourly,47.8,46.8,0,-42,0,,0,96,3.3,48.2,0,10.9,151,3.5
2021-01-13,13,0200,6,english,"95618, 95617, 95616",hourly,48.2,46.8,0,-42,0,,0,95,1.5,48.1,0,10.9,230,2.7
2021-01-13,13,0300,6,english,"95618, 95617, 95616",hourly,47.8,46.9,0,-42,0,,0,97,3.9,48,0,10.9,117,4
2021-01-13,13,0400,6,english,"95618, 95617, 95616",hourly,47.5,46.6,0,-42,0,,0,97,2.5,47.9,0,10.8,145,3.5
2021-01-13,13,0500,6,english,"95618, 95617, 95616",hourly,47.8,46.8,0,-42,0,,0,96,2.9,47.8,0,10.9,150,3
2021-01-13,13,0600,6,english,"95618, 95617, 95616",hourly,48,46.9,0,-42,0,,0,96,4,47.7,0,10.9,151,4.1
2021-01-13,13,0700,6,english,"95618, 95617, 95616",hourly,47.7,46.9,0,-42,0,,0,97,6.3,47.8,0,11,163,6.6
2021-01-13,13,0800,6,english,"95618, 95617, 95616",hourly,47,46.9,0,-19,0,,0,100,3.3,47.8,37,10.9,153,3.6
2021-01-13,13,0900,6,english,"95618, 95617, 95616",hourly,49.9,48.8,0,28,0,,0,96,4.8,47.9,146,11.8,133,5
2021-01-13,13,1000,6,english,"95618, 95617, 95616",hourly,53,50.7,0,100,0,,0,92,5.2,48.2,279,12.6,135,5.4
2021-01-13,13,1100,6,english,"95618, 95617, 95616",hourly,57,52.7,0,253,0.01,,0,86,5.7,48.8,545,13.6,156,5.9
2021-01-13,13,1200,6,english,"95618, 95617, 95616",hourly,60,54.2,0.01,275,0.01,,0,81,1.8,49.7,576,14.4,112,3
2021-01-13,13,1300,6,english,"95618, 95617, 95616",hourly,60.7,53.7,0.01,394,0.01,,0,78,5.8,50.9,759,14.1,355,6.1
2021-01-13,13,1400,6,english,"95618, 95617, 95616",hourly,61.6,53.3,0.01,437,0.01,,0,74,5.8,51.9,841,13.9,349,6.1
2021-01-13,13,1500,6,english,"95618, 95617, 95616",hourly,62.5,52.8,0.01,330,0.01,,0,71,7.3,52.8,690,13.6,348,7.5
2021-01-13,13,1600,6,english,"95618, 95617, 95616",hourly,63.2,52.9,0,157,0.01,,0,69,8.5,53.3,414,13.7,347,8.7
2021-01-13,13,1700,6,english,"95618, 95617, 95616",hourly,61,51.9,0,6,0,,0,72,8.6,53.4,127,13.2,350,8.7
2021-01-13,13,1800,6,english,"95618, 95617, 95616",hourly,58,51.2,0,-72,0,,0,78,7.3,53.1,4,12.8,352,7.4
2021-01-13,13,1900,6,english,"95618, 95617, 95616",hourly,56.3,50.8,0,-74,0,,0,82,8.2,52.6,0,12.6,353,8.3
2021-01-13,13,2000,6,english,"95618, 95617, 95616",hourly,55.4,50.4,0,-74,0,,0,83,10.2,52.2,0,12.5,348,10.4
2021-01-13,13,2100,6,english,"95618, 95617, 95616",hourly,55,50,0,-74,0,,0,83,9.3,51.9,0,12.3,348,9.4
2021-01-13,13,2200,6,english,"95618, 95617, 95616",hourly,54.3,49.8,0,-74,0,,0,85,9.2,51.6,0,12.2,340,9.3
2021-01-13,13,2300,6,english,"95618, 95617, 95616",hourly,53.7,49.9,0,-74,0,,0,87,7.9,51.4,0,12.3,338,8
2021-01-13,13,2400,6,english,"95618, 95617, 95616",hourly,53.2,49.9,0,-74,0,,0,88,6.8,51.1,0,12.2,342,6.9
2021-01-14,14,0100,6,english,"95618, 95617, 95616",hourly,54.9,50.7,0,-83,0,,0,86,10.3,51,0,12.6,349,10.4
2021-01-14,14,0200,6,english,"95618, 95617, 95616",hourly,52.9,50,0,-83,0,,0,90,7.1,50.9,0,12.3,337,7.1
2021-01-14,14,0300,6,english,"95618, 95617, 95616",hourly,53,49.6,0,-83,0,,0,88,6.9,50.7,0,12.1,337,7
2021-01-14,14,0400,6,english,"95618, 95617, 95616",hourly,52.3,48.9,0,-84,0,,0,88,5.5,50.6,0,11.8,343,5.6
2021-01-14,14,0500,6,english,"95618, 95617, 95616",hourly,51.5,48.2,0,-84,0,,0,89,3.3,50.4,0,11.5,354,3.4
2021-01-14,14,0600,6,english,"95618, 95617, 95616",hourly,49.6,48,0,-83,0,,0,94,1.4,50,0,11.4,64,2
2021-01-14,14,0700,6,english,"95618, 95617, 95616",hourly,49.4,47.2,0,-84,0,,0,92,4.4,49.5,0,11.1,16,4.4
2021-01-14,14,0800,6,english,"95618, 95617, 95616",hourly,49.1,47,0,-51,0,,0,93,5.1,49.2,54,11,15,5.2
2021-01-14,14,0900,6,english,"95618, 95617, 95616",hourly,50.8,48,0,91,0,,0,90,4.2,49.1,318,11.4,33,4.3
2021-01-14,14,1000,6,english,"95618, 95617, 95616",hourly,53.2,49,0.01,279,0,,0,86,5.2,49.3,629,11.8,19,5.3
2021-01-14,14,1100,6,english,"95618, 95617, 95616",hourly,55.8,49.6,0.01,432,0.01,,0,80,5.7,50.1,857,12.1,36,6.1
2021-01-14,14,1200,6,english,"95618, 95617, 95616",hourly,58.6,49.8,0.01,521,0.01,,0,72,5.6,51.2,985,12.2,17,6
2021-01-14,14,1300,6,english,"95618, 95617, 95616",hourly,62.7,46.9,0.01,511,0.01,,0,56,8.6,52.4,960,11,5,8.9
2021-01-14,14,1400,6,english,"95618, 95617, 95616",hourly,62.9,48.3,0.01,469,0.01,,0,59,6,53.2,905,11.5,44,6.5
2021-01-14,14,1500,6,english,"95618, 95617, 95616",hourly,63.2,49.7,0.01,338,0.01,,0,61,2.2,54.1,708,12.1,69,4.1
2021-01-14,14,1600,6,english,"95618, 95617, 95616",hourly,61.6,49.6,0,167,0.01,,0,65,5,54.6,436,12.1,121,5.2
2021-01-14,14,1700,6,english,"95618, 95617, 95616",hourly,60.9,48.9,0,13,0,,0,65,3,54.6,149,11.8,143,3.3
2021-01-14,14,1800,6,english,"95618, 95617, 95616",hourly,56.8,48.4,0,-78,0,,0,73,2.8,54,3,11.6,163,2.9
2021-01-14,14,1900,6,english,"95618, 95617, 95616",hourly,53.6,48.1,0,-79,0,,0,81,3,53.1,0,11.4,150,3.1
2021-01-14,14,2000,6,english,"95618, 95617, 95616",hourly,51.6,47.4,0,-79,0,,0,85,1.8,52.4,0,11.1,135,2.1
2021-01-14,14,2100,6,english,"95618, 95617, 95616",hourly,49.7,47.6,0,-78,0,,0,93,1.5,51.7,0,11.2,138,1.9
2021-01-14,14,2200,6,english,"95618, 95617, 95616",hourly,46.9,46.1,0,-77,0,,0,97,2,51,0,10.6,228,2.8
2021-01-14,14,2300,6,english,"95618, 95617, 95616",hourly,46.1,46,0,-77,0,,0,100,2.1,50.4,0,10.6,136,2.2
2021-01-14,14,2400,6,english,"95618, 95617, 95616",hourly,45.5,45.4,0,-77,0,,0,100,0.9,50,0,10.3,245,1.3
2021-01-15,15,0100,6,english,"95618, 95617, 95616",hourly,43.3,43.2,0,-38,0,,0,100,0.8,49.6,0,9.5,324,1.5
2021-01-15,15,0200,6,english,"95618, 95617, 95616",hourly,44.1,44,0,-38,0,,0,100,1,49.3,0,9.8,51,1.1
2021-01-15,15,0300,6,english,"95618, 95617, 95616",hourly,45.3,45.3,0,-38,0,,0,100,0.7,49.2,0,10.3,343,1.5
2021-01-15,15,0400,6,english,"95618, 95617, 95616",hourly,44.6,44.6,0,-38,0,,0,100,1.3,49.3,0,10,17,1.5
2021-01-15,15,0500,6,english,"95618, 95617, 95616",hourly,43.2,43.2,0,-38,0,,0,100,1.9,49.2,0,9.5,293,2.2
2021-01-15,15,0600,6,english,"95618, 95617, 95616",hourly,42.5,42.4,0,-39,0,,0,100,0.6,49.1,0,9.2,194,1.8
2021-01-15,15,0700,6,english,"95618, 95617, 95616",hourly,42.7,42.6,0,-39,0,,0,100,0.9,49,0,9.3,283,2
2021-01-15,15,0800,6,english,"95618, 95617, 95616",hourly,42.3,42.2,0,-26,0,,0,100,1.7,48.9,20,9.1,319,2.1
2021-01-15,15,0900,6,english,"95618, 95617, 95616",hourly,43.1,43,0,14,0,,0,100,3.2,48.8,121,9.4,21,3.5
2021-01-15,15,1000,6,english,"95618, 95617, 95616",hourly,44.6,44.5,0,89,0,,0,100,4.8,49,262,10,13,5
2021-01-15,15,1100,6,english,"95618, 95617, 95616",hourly,46.9,46.8,0,166,0,,0,100,3.1,49.4,394,10.9,24,3.7
2021-01-15,15,1200,6,english,"95618, 95617, 95616",hourly,50.1,50,0.01,447,0.01,,0,100,1.3,50.1,843,12.3,33,2.9
2021-01-15,15,1300,6,english,"95618, 95617, 95616",hourly,54.9,53.6,0.01,424,0.01,,0,95,1.2,51.3,803,14,285,3.2
2021-01-15,15,1400,6,english,"95618, 95617, 95616",hourly,59.7,51.9,0.01,488,0.01,,0,75,5,52.4,933,13.2,352,5.5
2021-01-15,15,1500,6,english,"95618, 95617, 95616",hourly,62,50.2,0.01,199,0.01,,0,65,6.4,53.4,461,12.4,355,6.7
2021-01-15,15,1600,6,english,"95618, 95617, 95616",hourly,61.6,50.3,0,153,0.01,,0,66,7.6,53.7,402,12.4,352,7.8
2021-01-15,15,1700,6,english,"95618, 95617, 95616",hourly,60.7,49.3,0,14,0,,0,66,6.6,53.6,135,12,360,6.8
2021-01-15,15,1800,6,english,"95618, 95617, 95616",hourly,58.4,49.2,0,-70,0,,0,71,4.9,53.2,2,11.9,16,5
2021-01-15,15,1900,6,english,"95618, 95617, 95616",hourly,57.7,48.8,0,-72,0,,0,72,4.9,52.7,0,11.7,1,5
2021-01-15,15,2000,6,english,"95618, 95617, 95616",hourly,56,49.1,0,-71,0,,0,77,2.7,52.4,0,11.9,356,3.5
2021-01-15,15,2100,6,english,"95618, 95617, 95616",hourly,54.8,49.5,0,-70,0,,0,82,2.5,52.1,0,12.1,311,2.9
2021-01-15,15,2200,6,english,"95618, 95617, 95616",hourly,54.8,49.8,0,-70,0,,0,83,3.3,51.9,0,12.2,312,3.6
2021-01-15,15,2300,6,english,"95618, 95617, 95616",hourly,53.3,49.4,0,-70,0,,0,86,2.4,51.7,0,12,268,2.5
2021-01-15,15,2400,6,english,"95618, 95617, 95616",hourly,53.9,48.5,0,-71,0,,0,82,5.1,51.4,0,11.6,343,5.2
2021-01-16,16,0100,6,english,"95618, 95617, 95616",hourly,55.7,45.9,0,-82,0,,0,69,8.4,51.1,0,10.5,352,8.5
2021-01-16,16,0200,6,english,"95618, 95617, 95616",hourly,53,45.1,0,-81,0,,0,74,2.5,51,0,10.2,293,3.3
2021-01-16,16,0300,6,english,"95618, 95617, 95616",hourly,48.6,44.4,0,-79,0,,0,85,1.6,50.8,0,9.9,218,2.2
2021-01-16,16,0400,6,english,"95618, 95617, 95616",hourly,46.1,44.1,0,-78,0,,0,93,0.9,50.3,0,9.8,248,2.1
2021-01-16,16,0500,6,english,"95618, 95617, 95616",hourly,45.5,44.2,0,-78,0,,0,95,0.2,49.9,0,9.9,276,1.3
2021-01-16,16,0600,6,english,"95618, 95617, 95616",hourly,43.9,43.1,0,-78,0,,0,97,1.4,49.4,0,9.5,235,2.2
2021-01-16,16,0700,6,english,"95618, 95617, 95616",hourly,43.2,43,0,-78,0,,0,99,0.1,49,0,9.4,188,1.2
2021-01-16,16,0800,6,english,"95618, 95617, 95616",hourly,42.9,42.4,0,-45,0,,0,98,0.7,48.7,54,9.2,225,1.5
2021-01-16,16,0900,6,english,"95618, 95617, 95616",hourly,48.7,45.6,0,89,0,,0,89,0.7,48.5,306,10.4,252,1.6
2021-01-16,16,1000,6,english,"95618, 95617, 95616",hourly,56.5,45.1,0.01,257,0.01,,0,66,3.5,48.8,581,10.2,342,3.9
2021-01-16,16,1100,6,english,"95618, 95617, 95616",hourly,61.6,44.5,0.01,399,0.01,,0,53,6.9,49.6,796,10,1,7
2021-01-16,16,1200,6,english,"95618, 95617, 95616",hourly,65.8,44.2,0.01,510,0.01,,0,46,9,50.7,969,9.9,356,9.2
2021-01-16,16,1300,6,english,"95618, 95617, 95616",hourly,68.6,44.1,0.01,527,0.01,,0,41,8.6,51.8,995,9.8,356,8.8
